idx,variant,dataset_name,question_id,question,gold_answer,pred_answer,raw_output,has_answer_tag
3414,standard,timeqa_split_easy_train,/wiki/Michael_Mates#P39_easy_2,Which position did Michael Mates hold from Jun 1983 to May 1987?,Member of Parliament,Member of Parliament,<answer> Member of Parliament </answer>,True
3415,standard,timeqa_split_easy_train,/wiki/Walter_H._Schottky#P108_easy_1,Which employer did Walter H. Schottky work for from 1914 to 1919?,Siemens Research laboratories,Siemens Research laboratories,<answer> Siemens Research laboratories </answer>,True
3416,standard,timeqa_split_easy_train,/wiki/Richard_F._Outcault#P108_easy_2,Which employer did Richard F. Outcault work for from 1898 to 1905?,The New York World,The New York World,<answer> The New York World </answer>,True
3417,standard,timeqa_split_easy_train,/wiki/Philadelphia_Union#P286_easy_2,Who coached the team Philadelphia Union from 2014 to 2015?,Jim Curtin,Jim Curtin,<answer> Jim Curtin </answer>,True
3418,standard,timeqa_split_easy_train,/wiki/Deutsche_Welle#P1037_easy_5,Who was the director or manager of Deutsche Welle from Jul 1989 to Mar 2001?,Dieter Weirich,Dieter Weirich,<answer> Dieter Weirich </answer>,True
3419,standard,timeqa_split_easy_train,/wiki/Hans_Aarsleff#P69_easy_0,Which school did Hans Aarsleff go to from 1944 to 1945?,Unknown,University of Minnesota,<answer> University of Minnesota </answer>,True
3420,standard,timeqa_split_easy_train,/wiki/Loro_Boriu00e7i#P54_easy_1,Which team did the player Loro Boriu00e7i belong to from 1941 to 1943?,Lazio,,Lazio,False
3421,standard,timeqa_split_easy_train,/wiki/John_Glover_(artist)#P551_easy_0,Where did John Glover (artist) live from 1794 to 1805?,Lichfield Aldridge,,Lichfield Aldridge,False
3422,standard,timeqa_split_easy_train,/wiki/Bobby_Williamson#P54_easy_3,Which team did the player Bobby Williamson belong to from 1988 to 1990?,Kilmarnock,Kilmarnock,<answer> Kilmarnock </answer>,True
3423,standard,timeqa_split_easy_train,/wiki/David_F._Sandberg#P551_easy_2,What was the residence of David F. Sandberg from 2015 to 2016?,Los Angeles,Los Angeles,<answer> Los Angeles </answer>,True
3424,standard,timeqa_split_easy_train,/wiki/Helge_Andru00e9_Nju00e5stad#P39_easy_3,What position did Helge Andru00e9 Nju00e5stad take from Oct 2017 to 2021?,Unknown,mayor of Austevoll,<answer> mayor of Austevoll </answer>,True
3425,standard,timeqa_split_easy_train,/wiki/Mercaz_HaRav#P1037_easy_4,Who directed or managed Mercaz HaRav from 1995 to 2007?,Avraham Shapira,Avraham Shapira,<answer> Avraham Shapira </answer>,True
3426,standard,timeqa_split_easy_train,/wiki/Yang_Chen-Ning#P463_easy_2,What organization did Yang Chen-Ning join in 2017?,Unknown,Unknown,<answer> Unknown </answer>,True
3427,standard,timeqa_split_easy_train,/wiki/Geoff_Morton#P54_easy_1,Which team did Geoff Morton play for from 1951 to 1952?,Southend United,Southend United,<answer> Southend United </answer>,True
3428,standard,timeqa_split_easy_train,/wiki/Line_15_(Beijing_Subway)#P559_easy_1,What was the terminus of Line 15 (Beijing Subway) from Dec 2011 to Dec 2014?,Wangjing West Fengbo,Fengbo,<answer> Fengbo </answer>,True
3429,standard,timeqa_split_easy_train,/wiki/David_Brcic#P54_easy_1,Which team did David Brcic play for from 1978 to 1979?,Greenock Morton,Greenock Morton,<answer> Greenock Morton </answer>,True
3430,standard,timeqa_split_easy_train,/wiki/Tom_Cleverley#P54_easy_4,Which team did the player Tom Cleverley belong to from 2015 to 2016?,Everton,Everton,<answer> Everton </answer>,True
3431,standard,timeqa_split_easy_train,/wiki/Marek_u0160tu011bch#P54_easy_0,Which team did Marek u0160tu011bch play for from 2006 to 2007?,West Ham United,West Ham United,<answer> West Ham United </answer>,True
3432,standard,timeqa_split_easy_train,/wiki/John_McGovern_(politician)#P102_easy_1,Which party was John McGovern (politician) a member of from 1923 to 1930?,Labour Party Independent Labour Party,,Labour Party,False
3433,standard,timeqa_split_easy_train,/wiki/Roberto_Firmino#P54_easy_3,Which team did Roberto Firmino play for from 2015 to 2016?,Liverpool,Liverpool,<answer> Liverpool </answer>,True
3434,standard,timeqa_split_easy_train,/wiki/Flemming_Povlsen#P54_easy_0,Flemming Povlsen played for which team from 1984 to 1986?,AGF Aarhus,AGF Aarhus,<answer> AGF Aarhus </answer>,True
3435,standard,timeqa_split_easy_train,/wiki/Leslie_Caron#P26_easy_1,Who was Leslie Caron 's spouse from 1956 to 1965?,Peter Hall,Peter Hall,<answer> Peter Hall </answer>,True
3436,standard,timeqa_split_easy_train,/wiki/Brian_Agler#P108_easy_2,Who did Brian Agler work for from 1999 to 2002?,Minnesota Lynx,Minnesota Lynx,<answer> Minnesota Lynx </answer>,True
3437,standard,timeqa_split_easy_train,/wiki/Alex_Manninger#P54_easy_5,Alex Manninger played for which team from 2008 to 2012?,Juventus,Juventus,<answer> Juventus </answer>,True
3438,standard,timeqa_split_easy_train,/wiki/Abdoulay_Konko#P54_easy_5,Which team did Abdoulay Konko play for from 2011 to 2012?,Lazio,Lazio,<answer> Lazio </answer>,True
3439,standard,timeqa_split_easy_train,/wiki/Krzysztof_Olendzki#P108_easy_0,Krzysztof Olendzki was an employee for whom from 1987 to 1988?,Polish Scientific Publishers PWN,Polish Scientific Publishers PWN,<answer> Polish Scientific Publishers PWN </answer>,True
3440,standard,timeqa_split_easy_train,/wiki/Patrik_Ingelsten#P54_easy_3,Which team did Patrik Ingelsten play for from 2009 to 2010?,SC Heerenveen,SC Heerenveen,<answer> SC Heerenveen </answer>,True
3441,standard,timeqa_split_easy_train,/wiki/Martin_u00d8rnskov#P54_easy_0,Which team did Martin u00d8rnskov play for from 2004 to 2012?,Silkeborg IF,,Silkeborg IF,False
3442,standard,timeqa_split_easy_train,/wiki/B._T._Finniss#P39_easy_2,What position did B. T. Finniss take from Mar 1857 to Jun 1858?,Unknown,Unknown,<answer> Unknown </answer>,True
3443,standard,timeqa_split_easy_train,/wiki/John_Tye_(whistleblower)#P108_easy_3,Who did John Tye (whistleblower) work for from 2014 to 2017?,Avaaz,Avaaz,<answer> Avaaz </answer>,True
3444,standard,timeqa_split_easy_train,/wiki/Qiyu_Zhou#P2962_easy_0,Which title was conferred to Qiyu Zhou in 2017?,Woman Grandmaster,Woman Grandmaster,<answer> Woman Grandmaster </answer>,True
3445,standard,timeqa_split_easy_train,/wiki/Youssef_Mohamad#P54_easy_2,Which team did Youssef Mohamad play for from 2004 to 2007?,Freiburg,Freiburg,<answer> Freiburg </answer>,True
3446,standard,timeqa_split_easy_train,/wiki/Ryuzo_Morioka#P54_easy_2,Ryuzo Morioka played for which team from 1999 to 2003?,Japan national team,Japan national team,<answer> Japan national team </answer>,True
3447,standard,timeqa_split_easy_train,/wiki/Andy_O'Brien_(footballer)#P54_easy_0,Which team did Andy O'Brien (footballer) play for from 1996 to 2001?,Bradford City,Bradford City,<answer> Bradford City </answer>,True
3448,standard,timeqa_split_easy_train,/wiki/Mercedes_Aru00e1oz#P39_easy_2,What was the position of Mercedes Aru00e1oz in Jul 2016?,Congress,Congress,<answer> Congress </answer>,True
3449,standard,timeqa_split_easy_train,/wiki/Armand_Traoru00e9#P54_easy_4,Armand Traoru00e9 played for which team from 2010 to 2011?,Juventus,Juventus,<answer> Juventus </answer>,True
3450,standard,timeqa_split_easy_train,/wiki/Malcolm_Bruce#P39_easy_3,Malcolm Bruce took which position from Mar 1988 to Mar 1992?,Leader of the Scottish Liberal Democrats,Leader of the Scottish Liberal Democrats,<answer> Leader of the Scottish Liberal Democrats </answer>,True
3451,standard,timeqa_split_easy_train,/wiki/T._J._McConnell#P69_easy_2,T. J. McConnell went to which school from 2012 to 2015?,Arizona,Arizona,<answer> Arizona </answer>,True
3452,standard,timeqa_split_easy_train,/wiki/Rube_Goldberg#P108_easy_0,Who did Rube Goldberg work for from 1907 to 1922?,Water and Sewers Department,,Water and Sewers Department,False
3453,standard,timeqa_split_easy_train,/wiki/Pacific_Architects_and_Engineers#P127_easy_0,Who was the owner of Pacific Architects and Engineers from 2006 to 2011?,Lockheed Martin,,Lockheed Martin,False
3454,standard,timeqa_split_easy_train,"/wiki/Princess_Antoinette,_Baroness_of_Massy#P26_easy_0","Who was the spouse of Princess Antoinette, Baroness of Massy from 1951 to 1954?",Alexandre-Athenase Noghu00e8s,Alexandre-Athenase Noghu00e8s,<answer> Alexandre-Athenase Noghu00e8s </answer>,True
3455,standard,timeqa_split_easy_train,/wiki/Tamu00e1s_Fellegi#P69_easy_2,Where was Tamu00e1s Fellegi educated from 1981 to 1985?,Harvard University,Harvard University,<answer> Harvard University </answer>,True
3456,standard,timeqa_split_easy_train,/wiki/Michelle_O'Neill#P39_easy_3,Michelle O'Neill took which position in May 2016?,Minister of Health,Minister of Health,<answer> Minister of Health </answer>,True
3457,standard,timeqa_split_easy_train,/wiki/Alexandra_Bellow#P26_easy_2,Who was the spouse of Alexandra Bellow from 1989 to 1998?,Alberto P . Calderu00f3n,Alberto P. Calderón,<answer> Alberto P. Calderón </answer>,True
3458,standard,timeqa_split_easy_train,/wiki/Richard_J._Oglesby#P39_easy_2,What was the position of Richard J. Oglesby from 1885 to 1889?,Governor of Illinois,,Governor of Illinois,False
3459,standard,timeqa_split_easy_train,/wiki/Bally_Smart#P54_easy_3,Bally Smart played for which team from 2010 to 2011?,Charlton Athletic,Charlton Athletic,<answer> Charlton Athletic </answer>,True
3460,standard,timeqa_split_easy_train,/wiki/United_Soccer_League#P1448_easy_1,What was the official name of United Soccer League from 1989 to 1990?,Southwest Independent Soccer League,Swiss Independent Soccer League,<answer> Swiss Independent Soccer League </answer>,True
3461,standard,timeqa_split_easy_train,/wiki/Frederic_Bennett#P39_easy_3,Frederic Bennett took which position from Jun 1970 to Feb 1974?,MP for Torquay,MP for Torquay,<answer> MP for Torquay </answer>,True
3462,standard,timeqa_split_easy_train,/wiki/Derek_Riordan#P54_easy_1,Which team did the player Derek Riordan belong to from 2006 to 2008?,Celtic,,Celtic,False
3463,standard,timeqa_split_easy_train,/wiki/Dom-2#P371_easy_1,Who was the presenter of Dom-2 from Dec 2008 to 2012?,Olga Buzova Kseniya Sobchak,Olga Buzova,<answer> Olga Buzova </answer>,True
3464,standard,timeqa_split_easy_train,/wiki/Odil_Ahmedov#P54_easy_0,Which team did Odil Ahmedov play for from 2006 to 2011?,Pakhtakor Tashkent,Pakhtakor Tashkent,<answer> Pakhtakor Tashkent </answer>,True
3465,standard,timeqa_split_easy_train,/wiki/Hugo_de_Garis#P108_easy_1,Hugo de Garis was an employee for whom from 2000 to 2001?,Starlab,,Starlab,False
3466,standard,timeqa_split_easy_train,/wiki/Robert_Barron#P69_easy_2,Robert Barron went to which school in 1982?,School of Theology of the Catholic University of America,School of Theology of the Catholic University of America,<answer> School of Theology of the Catholic University of America </answer>,True
3467,standard,timeqa_split_easy_train,/wiki/Inge_Lehmann#P69_easy_0,Which school did Inge Lehmann go to from 1909 to 1910?,Copenhagen University,,Copenhagen University,False
3468,standard,timeqa_split_easy_train,/wiki/Manuel_Panini#P54_easy_2,Which team did the player Manuel Panini belong to from 2006 to 2007?,Taranto,Taranto,<answer> Taranto </answer>,True
3469,standard,timeqa_split_easy_train,/wiki/W._T._Cosgrave#P39_easy_5,Which position did W. T. Cosgrave hold from Dec 1922 to Sep 1923?,President of the Executive Council of the Irish Free State Minister for Finance,President of the Executive Council of the Irish Free State,<answer> President of the Executive Council of the Irish Free State </answer>,True
3470,standard,timeqa_split_easy_train,/wiki/Mike_Bongiorno#P1344_easy_1,Which campaign did Mike Bongiorno participate from 1955 to 1959?,Lascia o raddoppia ?,,Lascia o raddoppia?,False
3471,standard,timeqa_split_easy_train,/wiki/Manfred_Wu00f6rner#P39_easy_1,Which employer did Manfred Wu00f6rner work for from 1962 to 1964?,Baden-Wu00fcrttemberg Landtag,county official for Oehringen,<answer> county official for Oehringen </answer>,True
3472,standard,timeqa_split_easy_train,/wiki/Adel_Amrouche#P54_easy_2,Which team did Adel Amrouche play for from 1991 to 1992?,OMR El Annasser,OMR El Annasser,<answer> OMR El Annasser </answer>,True
3473,standard,timeqa_split_easy_train,/wiki/Exxon_Valdez#P2561_easy_1,What was the name of Exxon Valdez from 1990 to 1993?,Exxon Mediterranean,Exxon Mediterranean,<answer> Exxon Mediterranean </answer>,True
3474,standard,timeqa_split_easy_train,/wiki/Oliver_Stanley#P39_easy_2,What was the position of Oliver Stanley from Nov 1935 to Jun 1945?,President of the Board of Trade Secretary of State for War Secretary of State for the Colonies,"President of the Board of Trade , Secretary of State for War , Secretary of State for the Colonies","<answer> President of the Board of Trade , Secretary of State for War , Secretary of State for the Colonies </answer>",True
3475,standard,timeqa_split_easy_train,/wiki/Adrien-Marie_Legendre#P463_easy_1,Adrien-Marie Legendre became a member of what organization or association in 1832?,American Academy of Arts and Sciences,American Academy of Arts and Sciences,<answer> American Academy of Arts and Sciences </answer>,True
3476,standard,timeqa_split_easy_train,/wiki/Svendborg#P1376_easy_1,What was the capital of Svendborg from 1838 to Mar 1970?,Svendborg Municipality,,Svendborg Municipality,False
3477,standard,timeqa_split_easy_train,/wiki/Dollywood#P127_easy_3,Who owned Dollywood from 1970 to 1986?,Herschend Family Entertainment,,Herschend Family Entertainment,False
3478,standard,timeqa_split_easy_train,/wiki/Metin_Oktay#P54_easy_2,Which team did the player Metin Oktay belong to from 1961 to 1962?,Palermo,,Palermo,False
3479,standard,timeqa_split_easy_train,"/wiki/Willie_Gibson_(footballer,_born_1984)#P54_easy_6","Which team did Willie Gibson (footballer, born 1984) play for from 2014 to 2015?",Dumbarton,Dumbarton,<answer> Dumbarton </answer>,True
3480,standard,timeqa_split_easy_train,/wiki/Betsy_Hassett#P54_easy_1,Which team did the player Betsy Hassett belong to from 2014 to 2015?,Manchester City New Zealand womens national football team,,Manchester City,False
3481,standard,timeqa_split_easy_train,/wiki/Korosten#P17_easy_4,Which country did Korosten belong to from 1922 to 1991?,Unknown,USSR,<answer> USSR </answer>,True
3482,standard,timeqa_split_easy_train,/wiki/Don_Revie#P54_easy_5,Which team did Don Revie play for from 1958 to 1962?,Leeds United,Leeds United,<answer> Leeds United </answer>,True
3483,standard,timeqa_split_easy_train,/wiki/Philadelphia_Eagles#P286_easy_1,Who was the head coach of the team Philadelphia Eagles from 1983 to 1985?,Marion Campbell,Marion Campbell,<answer> Marion Campbell </answer>,True
3484,standard,timeqa_split_easy_train,/wiki/VP-8#P1448_easy_1,VP-8 was officially named what from Oct 1944 to May 1946?,Patrol Bombing Squadron 201,Patrol Bombing Squadron 201,<answer> Patrol Bombing Squadron 201 </answer>,True
3485,standard,timeqa_split_easy_train,/wiki/VA-194_(U.S._Navy)#P1448_easy_0,What was the official name of VA-194 (U.S. Navy) from Aug 1943 to Nov 1946?,Bombing Squadron VB-19,Bombing Squadron VB-19,<answer> Bombing Squadron VB-19 </answer>,True
3486,standard,timeqa_split_easy_train,/wiki/Alice_Middleton_Boring#P108_easy_2,Which employer did Alice Middleton Boring work for from 1920 to 1923?,Wellesley College,Wellesley College,<answer> Wellesley College </answer>,True
3487,standard,timeqa_split_easy_train,/wiki/Richie_Towell#P54_easy_0,Which team did Richie Towell play for from 2007 to 2008?,Unknown,Unknown,<answer> Unknown </answer>,True
3488,standard,timeqa_split_easy_train,/wiki/Lewis_Price#P54_easy_3,Which team did Lewis Price play for from 2010 to 2012?,Crystal Palace,Crystal Palace,<answer> Crystal Palace </answer>,True
3489,standard,timeqa_split_easy_train,/wiki/Margarita_Salas#P463_easy_2,Margarita Salas became a member of what organization or association in 1988?,Complutense University Faculty of Chemistry,Severo Ochoa Center for Molecular Biology in Madrid,<answer> Severo Ochoa Center for Molecular Biology in Madrid </answer>,True
3490,standard,timeqa_split_easy_train,/wiki/Adriu00e1n_Lu00f3pez#P54_easy_1,Which team did the player Adriu00e1n Lu00f3pez belong to from 2006 to 2008?,Deportivo de La Coruu00f1a,Deportivo de La Coruña,<answer> Deportivo de La Coruña </answer>,True
3491,standard,timeqa_split_easy_train,/wiki/Billy_Murphy_(footballer)#P54_easy_4,Which team did the player Billy Murphy (footballer) belong to from 1932 to 1933?,Unknown,Unknown,<answer> Unknown </answer>,True
3492,standard,timeqa_split_easy_train,/wiki/James_Arbuthnot#P39_easy_3,Which position did James Arbuthnot hold from May 1997 to May 2001?,Conservative Partys Chief Whip,Conservative Partys Chief Whip,<answer> Conservative Partys Chief Whip </answer>,True
3493,standard,timeqa_split_easy_train,/wiki/Rogier_van_der_Weyden#P937_easy_2,What was the working location for Rogier van der Weyden from 1450 to 1455?,Italy,Italy,<answer> Italy </answer>,True
3494,standard,timeqa_split_easy_train,"/wiki/Jim_Brown_(footballer,_born_1952)#P54_easy_2","Jim Brown (footballer, born 1952) played for which team from 1973 to 1978?",Sheffield United,Sheffield United,<answer> Sheffield United </answer>,True
